Category,Trade Name,Address,Licence Number,Licence Status,Issue Date,Expiry Date,Business Improvement Area,Neighbourhood ID,Neighbourhood,Ward,Latitude,Longitude,Location,Count,Geometry Point
Alcohol Sales (Consumption Off-Premises),MY LIQUOR STORE,12411 - 107 AVENUE NW,103447411-001,Issued,,"Oct 30, 2023",124 Street and Area,3440,Westmount,O-day'min,53.550713,-113.536416,"(53.550713035422234, -113.53641608957646)",1,POINT (-113.53641608957646 53.550713035422234)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",FRIDA URBAN TAQUERIA,12411 - STONY PLAIN ROAD NW,292314027-002,Issued,,"Dec 16, 2023",124 Street and Area,3440,Westmount,O-day'min,53.546825,-113.536875,"(53.546825035705204, -113.53687509077837)",1,POINT (-113.53687509077837 53.546825035705204)
Restaurant or Food Service,THAMEL BISTRO,12413 - 118 AVENUE NW,326119471-002,Issued,,"Aug 21, 2023",The Crossroads,3240,Inglewood,Anirniq,53.570117,-113.536448,"(53.57011703428718, -113.53644758305282)",1,POINT (-113.53644758305282 53.57011703428718)
"Restaurant or Food Service, Retail Sales (Minor), Tobacco and Vaping Product Sales, Vehicle Wash / Fueling Station",7-ELEVEN #37838H,12415 - 102 AVENUE NW,226066168-002,Issued,,"Dec 31, 2023",124 Street and Area,3440,Westmount,O-day'min,53.542775,-113.536407,"(53.542775035887445, -113.53640709224182)",1,POINT (-113.53640709224182 53.542775035887445)
"Amusement Establishment, Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Prohibited)",BIG HORN PUB,12416 - 132 AVENUE NW,444096806-002,Issued,,"Feb 20, 2025",,3250,Kensington,Anirniq,53.592455,-113.537042,"(53.59245503304877, -113.5370415754067)",1,POINT (-113.5370415754067 53.59245503304877)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",BODEGA 124 ST,12417 - STONY PLAIN ROAD NW,258324380-002,Issued,,"Feb 14, 2024",124 Street and Area,3440,Westmount,O-day'min,53.546825,-113.536875,"(53.546825035705204, -113.53687509077837)",1,POINT (-113.53687509077837 53.546825035705204)
Alcohol Sales (Consumption Off-Premises),THE WINE CELLAR INC,12421 - 102 AVENUE NW,007265878-001,Issued,,"Jan 06, 2024",124 Street and Area,3440,Westmount,O-day'min,53.542757,-113.536997,"(53.542757035958644, -113.53699659211584)",1,POINT (-113.53699659211584 53.542757035958644)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",TANTALIZERS AFRICAN HOUSE,12424 - 118 AVENUE NW,447930783-002,Issued,,"Nov 14, 2024",The Crossroads,3350,Prince Charles,Anirniq,53.570648,-113.537222,"(53.57064803434823, -113.53722158270097)",1,POINT (-113.53722158270097 53.57064803434823)
Restaurant or Food Service,BURGER BARON,12425 - 118 AVENUE NW,117422025-001,Issued,,"Nov 23, 2023",The Crossroads,3240,Inglewood,Anirniq,53.570045,-113.537217,"(53.57004503438304, -113.53721708290463)",1,POINT (-113.53721708290463 53.57004503438304)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",URBAN DINER LTD,12427 - 102 AVENUE NW,007259856-002,Issued,,"Jun 15, 2023",124 Street and Area,3440,Westmount,O-day'min,53.542757,-113.537339,"(53.54275703599936, -113.53733859203926)",1,POINT (-113.53733859203926 53.54275703599936)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",PARTAKE,12431 - 102 AVENUE NW,274915765-006,Issued,,"Sep 10, 2023",124 Street and Area,3440,Westmount,O-day'min,53.542757,-113.537339,"(53.54275703599936, -113.53733859203926)",1,POINT (-113.53733859203926 53.54275703599936)
Restaurant or Food Service,SHAWARMA SHACK & DONAIR,12432 - 167 AVENUE NW,353503434-002,Issued,,"Jun 25, 2023",,3370,Rapperswill,Anirniq,53.629472,-113.536637,"(53.62947203083525, -113.53663656302152)",1,POINT (-113.53663656302152 53.62947203083525)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",KILIMANJARO VIP,12433 - 97 STREET NW,434812025-003,Issued,,"Jun 28, 2023",,1080,Delton,Métis,53.580503,-113.491520,"(53.58050302832844, -113.4915195896332)",1,POINT (-113.4915195896332 53.58050302832844)
Restaurant or Food Service,FRESHII,12444 - 167 AVENUE NW,421599416-002,Renewal Notice,,"Apr 05, 2023",,3370,Rapperswill,Anirniq,53.629472,-113.536637,"(53.62947203083525, -113.53663656302152)",1,POINT (-113.53663656302152 53.62947203083525)
"Restaurant or Food Service, Retail Sales (Major), Food Processing / Catering Service, Tobacco and Vaping Product Sales, Vehicle Repair, Maintenance, and Modification",COSTCO WHOLESALE CANADA LTD,12450 - 149 STREET NW,007272470-001,Issued,,"Dec 31, 2023",,4150,Gagnon Estate Industrial,Anirniq,53.579549,-113.579567,"(53.5795490388709, -113.5795665702261)",1,POINT (-113.5795665702261 53.5795490388709)
Cannabis Retail Sales,BOBO'S BUDZ LTD.,12451 - 97 STREET NW,452670461-003,Issued,,"Jan 23, 2025",,1080,Delton,Métis,53.580836,-113.491502,"(53.58083602830675, -113.49150158952531)",1,POINT (-113.49150158952531 53.58083602830675)
Alcohol Sales (Consumption Off-Premises),FRIENDS 97 LIQUOR,12455 - 97 STREET NW,153648171-001,Issued,,"May 15, 2023",,1080,Delton,Métis,53.580836,-113.491502,"(53.58083602830675, -113.49150158952531)",1,POINT (-113.49150158952531 53.58083602830675)
Restaurant or Food Service,PANAGO PIZZA,1248 - WEBBER GREENS DRIVE NW,179931238-002,Issued,,"Jan 25, 2024",,4740,Webber Greens,Nakota Isga,53.529104,-113.687054,"(53.52910405462714, -113.68705356316207)",1,POINT (-113.68705356316207 53.52910405462714)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",BUCO WINDERMERE,1249 - WINDERMERE WAY SW,272204878-002,Issued,,"Feb 26, 2025",,5570,Windermere,pihêsiwin,53.435990,-113.615990,"(53.43599005163491, -113.61598961015359)",1,POINT (-113.61598961015359 53.43599005163491)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",FAT FRANKS,"125, 5015 - 101 AVENUE NW",303775873-002,Issued,,"Feb 19, 2024",,6550,Ottewell,Métis,53.539463,-113.421477,"(53.53946302241457, -113.42147711912314)",1,POINT (-113.42147711912314 53.53946302241457)
Restaurant or Food Service,KFC #1708,12504 - 137 AVENUE NW,125207145-001,Issued,,"Jul 17, 2023",,3020,Baranow,Anirniq,53.600348,-113.539557,"(53.60034803288638, -113.53955707218546)",1,POINT (-113.53955707218546 53.60034803288638)
"Restaurant or Food Service, Retail Sales (Minor), Food Processing / Catering Service",EMMA'S ETHIOPIAN RESTAURANT & GROCERY,12512 - 118 AVENUE NW,223061729-002,Issued,,"Mar 09, 2024",The Crossroads,3350,Prince Charles,Anirniq,53.570639,-113.538216,"(53.5706390344672, -113.5382160824812)",1,POINT (-113.5382160824812 53.5706390344672)
Restaurant or Food Service,PIZZA HUT,12514 - 137 AVENUE NW,410841459-002,Issued,,"Jan 10, 2024",,3020,Baranow,Anirniq,53.600348,-113.539557,"(53.60034803288638, -113.53955707218546)",1,POINT (-113.53955707218546 53.60034803288638)
Alcohol Sales (Consumption Off-Premises),LIQUOR DEPOT AT LEWIS ESTATES #590,1252 - WEBBER GREENS DRIVE NW,182455071-002,Issued,,"Dec 03, 2023",,4740,Webber Greens,Nakota Isga,53.529104,-113.687054,"(53.52910405462714, -113.68705356316207)",1,POINT (-113.68705356316207 53.52910405462714)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Prohibited)",ORIGINAL JOE'S RESTAURANT & BAR,12520 - 102 AVENUE NW,007452627-001,Issued,,"Dec 31, 2024",124 Street and Area,3440,Westmount,O-day'min,53.543486,-113.538833,"(53.543486036134325, -113.53883259146022)",1,POINT (-113.53883259146022 53.543486036134325)
"Amusement Establishment, Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Prohibited)",ZEMBABA 2 SHISHA & RESTAURANT,12520 - 118 AVENUE NW,156693123-001,Issued,,"Aug 11, 2023",The Crossroads,3350,Prince Charles,Anirniq,53.570639,-113.538734,"(53.570639034528796, -113.53873358236528)",1,POINT (-113.53873358236528 53.570639034528796)
"Restaurant or Food Service, Retail Sales (Minor)",FRESH NUTS,12522 - 132 AVENUE NW,383576517-002,Issued,,"Feb 03, 2024",,3250,Kensington,Anirniq,53.592815,-113.538477,"(53.59281503319874, -113.53847707496386)",1,POINT (-113.53847707496386 53.59281503319874)
Restaurant or Food Service,ARBY'S,12523 - ST ALBERT TRAIL NW,007267758-001,Issued,,"Jan 07, 2024",,3220,Hagmann Estate Industrial,Anirniq,53.581916,-113.556486,"(53.581916035982445, -113.55648607459713)",1,POINT (-113.55648607459713 53.581916035982445)
Restaurant or Food Service,TASTY VILLAGE RESTAURANT,12524 - 132 AVENUE NW,107587374-001,Issued,,"Mar 14, 2024",,3250,Kensington,Anirniq,53.592815,-113.538477,"(53.59281503319874, -113.53847707496386)",1,POINT (-113.53847707496386 53.59281503319874)
Alcohol Sales (Consumption Off-Premises),LIQUOR LAKE,12526 - 132 AVENUE NW,007366342-001,Issued,,"Dec 31, 2024",,3250,Kensington,Anirniq,53.592815,-113.538477,"(53.59281503319874, -113.53847707496386)",1,POINT (-113.53847707496386 53.59281503319874)
"Restaurant or Food Service, Bingo / Casino",KENSINGTON BINGO CENTER,12538 - 132 AVENUE NW,007339698-001,Issued,,"Jan 11, 2024",,3250,Kensington,Anirniq,53.592851,-113.539809,"(53.592851033355295, -113.53980907465326)",1,POINT (-113.53980907465326 53.592851033355295)
Restaurant or Food Service,CORA KENSINGTON-EDMONTON,12542 - 137 AVENUE NW,281832699-002,Issued,,"May 13, 2024",,3020,Baranow,Anirniq,53.600348,-113.539557,"(53.60034803288638, -113.53955707218546)",1,POINT (-113.53955707218546 53.60034803288638)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",IRISH SPORTS & SOCIAL SOCIETY,12546 - 126 STREET NW,007248374-001,Issued,,"Dec 31, 2023",,3220,Hagmann Estate Industrial,Anirniq,53.582195,-113.539985,"(53.582195034000385, -113.53998457819958)",1,POINT (-113.53998457819958 53.582195034000385)
Restaurant or Food Service,PRESSED SANDWICH,12550 - 137 AVENUE NW,288997177-002,Issued,,"Aug 31, 2023",,3020,Baranow,Anirniq,53.600348,-113.539557,"(53.60034803288638, -113.53955707218546)",1,POINT (-113.53955707218546 53.60034803288638)
"Restaurant or Food Service, Retail Sales (Minor)",ISTANBUL KEBAB & DONAIR,12556 - 132 AVENUE NW,252850290-006,Issued,,"Apr 27, 2023",,3250,Kensington,Anirniq,53.592851,-113.539809,"(53.592851033355295, -113.53980907465326)",1,POINT (-113.53980907465326 53.592851033355295)
Alcohol Sales (Consumption Off-Premises),CANDEREL,"126, 1 - EDMONTON CITY CENTRE NW",376253519-002,Issued,,"Apr 21, 2023",Downtown,1090,Downtown,O-day'min,53.543756,-113.492766,"(53.54375603063752, -113.49276610169038)",1,POINT (-113.49276610169038 53.54375603063752)
Restaurant or Food Service,OODLE NOODLE,"126, 9080 - 25 AVENUE SW",274940081-002,Issued,,"Sep 30, 2023",,6213,Summerside,Karhiio,53.410745,-113.481584,"(53.41074503717561, -113.48158364858185)",1,POINT (-113.48158364858185 53.41074503717561)
Restaurant or Food Service,SZECHUAN HOUSE,12603 - 127 AVENUE NW,027714572-001,Issued,,"May 15, 2023",,3070,Calder,Anirniq,53.584697,-113.539773,"(53.584697033828625, -113.5397730774053)",1,POINT (-113.5397730774053 53.584697033828625)
Alcohol Sales (Consumption Off-Premises),127 ST LIQUOR,12617 - 121 AVENUE NW,372854102-002,Issued,,"Oct 22, 2023",,3350,Prince Charles,Anirniq,53.574932,-113.540727,"(53.57493203451449, -113.54072708047562)",1,POINT (-113.54072708047562 53.57493203451449)
Restaurant or Food Service,SUBWAY (STORE #10966),"D, 12620 - 132 AVENUE NW",043065989-001,Issued,,"Nov 18, 2024",,3250,Kensington,Anirniq,53.592242,-113.540522,"(53.59224232917444, -113.54052171269564)",1,POINT (-113.54052171269564 53.59224232917444)
Restaurant or Food Service,COCO FRIED CHICKEN,"E, 12620 - 132 AVENUE NW",177686156-003,Renewal Notice,,"Mar 08, 2023",,3250,Kensington,Anirniq,53.592242,-113.540522,"(53.59224232917444, -113.54052171269564)",1,POINT (-113.54052171269564 53.59224232917444)
Cannabis Retail Sales,DELTA 9 CANNABIS STORE INC.,"F, 12620 - 132 AVENUE NW",402596497-002,Issued,,"Aug 18, 2024",,3250,Kensington,Anirniq,53.592242,-113.540522,"(53.59224232917444, -113.54052171269564)",1,POINT (-113.54052171269564 53.59224232917444)
"Alcohol Sales (Consumption Off-Premises), Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed), Retail Sales (Minor), Tobacco and Vaping Product Sales",7-ELEVEN FOOD STORES #26141,12621 - 118 AVENUE NW,007256448-001,Issued,,"Jan 27, 2024",The Crossroads,3240,Inglewood,Anirniq,53.570000,-113.540723,"(53.570000034803115, -113.54072258213448)",1,POINT (-113.54072258213448 53.570000034803115)
Cannabis Retail Sales,CANNABIS QUEEN,12621 - 121 AVENUE NW,360709201-002,Issued,,"Apr 28, 2023",,3350,Prince Charles,Anirniq,53.574932,-113.540727,"(53.57493203451449, -113.54072708047562)",1,POINT (-113.54072708047562 53.57493203451449)
Restaurant or Food Service,TIM HORTONS,12621 - VICTORIA TRAIL NW,116126445-001,Issued,,"Jan 16, 2024",,2120,Canon Ridge,Dene,53.578685,-113.381630,"(53.57868501536139, -113.38162961492593)",1,POINT (-113.38162961492593 53.57868501536139)
"Alcohol Sales (Consumption Off-Premises), Restaurant or Food Service",PIZZA 73 #1046,12623 - 153 AVENUE NW,059293562-003,Issued,,"Jan 10, 2024",,3020,Baranow,Anirniq,53.616422,-113.539418,"(53.61642203192951, -113.53941756680007)",1,POINT (-113.53941756680007 53.61642203192951)
Alcohol Sales (Consumption Off-Premises),LIQUOR EXPRESS,12625 - 153 AVENUE NW,047468736-001,Issued,,"May 23, 2024",,3020,Baranow,Anirniq,53.616422,-113.539418,"(53.61642203192951, -113.53941756680007)",1,POINT (-113.53941756680007 53.61642203192951)
Restaurant or Food Service,MCDONALD'S RESTAURANT,12630 - 140 AVENUE NW,392847416-002,Issued,,"May 17, 2023",,3020,Baranow,Anirniq,53.602418,-113.540354,"(53.60241803286018, -113.54035357130974)",1,POINT (-113.54035357130974 53.60241803286018)
"Restaurant or Food Service, Retail Sales (Minor), Tobacco and Vaping Product Sales, Vehicle Wash / Fueling Station",CIRCLE K STORE,12631 - VICTORIA TRAIL NW,416254377-002,Issued,,"Dec 19, 2023",,2120,Canon Ridge,Dene,53.578685,-113.381630,"(53.57868501536139, -113.38162961492593)",1,POINT (-113.38162961492593 53.57868501536139)
Restaurant or Food Service,EDDIE’S DONAIR,12643 - 153 AVENUE NW,419470757-002,Issued,,"Jan 20, 2024",,3020,Baranow,Anirniq,53.616422,-113.539418,"(53.61642203192951, -113.53941756680007)",1,POINT (-113.53941756680007 53.61642203192951)
Restaurant or Food Service,RICHARD'S DONAIR & SUB,12648 - 137 AVENUE NW,007453949-001,Issued,,"Dec 31, 2024",,3020,Baranow,Anirniq,53.600348,-113.539557,"(53.60034803288638, -113.53955707218546)",1,POINT (-113.53955707218546 53.60034803288638)
"Restaurant or Food Service, Retail Sales (Minor), Tobacco and Vaping Product Sales",7-ELEVEN FOOD STORES #16952,12654 - FORT ROAD NW,007272276-001,Issued,,"Jan 22, 2024",Fort Road and Area,2020,Balwin,tastawiyiniwak,53.584814,-113.444427,"(53.584814022469914, -113.44442709875383)",1,POINT (-113.44442709875383 53.584814022469914)
"Restaurant or Food Service, Retail Sales (Minor), Tobacco and Vaping Product Sales, Vehicle Wash / Fueling Station",7-ELEVEN STORE # 33502H,12659 - 153 AVENUE NW,043543236-001,Issued,,"Dec 17, 2023",,3020,Baranow,Anirniq,53.616404,-113.540255,"(53.61640403203032, -113.5402545666185)",1,POINT (-113.5402545666185 53.61640403203032)
Restaurant or Food Service,DAILY GRIND,"127, 8900 - 114 STREET NW",408014824-002,Issued,,"Oct 03, 2024",,5520,University of Alberta,papastew,53.527142,-113.526125,"(53.52714203558331, -113.52612459978481)",1,POINT (-113.52612459978481 53.52714203558331)
Restaurant or Food Service,TASTE MIXER,"127, 9700 - 105 AVENUE NW",453713926-002,Issued,,"Jan 12, 2024",Chinatown and Area,1140,McCauley,O-day'min,53.549138,-113.488968,"(53.549138029868935, -113.48896810073701)",1,POINT (-113.48896810073701 53.549138029868935)
Restaurant or Food Service,JAYBEES DINER,12707 - 140 AVENUE NW,346539027-002,Issued,,"Dec 18, 2023",,3340,Pembina,Anirniq,53.601842,-113.542212,"(53.601842033115354, -113.54221207108725)",1,POINT (-113.54221207108725 53.601842033115354)
Restaurant or Food Service,PALISADES D Q GRILL & CHILL,12708 - 140 AVENUE NW,018196596-006,Issued,,"Jun 12, 2023",,3340,Pembina,Anirniq,53.602391,-113.542073,"(53.6023910330666, -113.54207257093357)",1,POINT (-113.54207257093357 53.6023910330666)
"Amusement Establishment, Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Prohibited), Tobacco and Vaping Product Sales",THE CANADIAN BREWHOUSE,12711 - 97 STREET NW,065234681-001,Issued,,"Aug 19, 2023",,2420,Killarney,tastawiyiniwak,53.585390,-113.491146,"(53.58539002799697, -113.49114608807395)",1,POINT (-113.49114608807395 53.58539002799697)
Restaurant or Food Service,TACO TIME,12712 - 167 AVENUE NW,185986593-002,Issued,,"Feb 10, 2024",,3460,Albany,Anirniq,53.629589,-113.544818,"(53.629589031803924, -113.54481756114774)",1,POINT (-113.54481756114774 53.629589031803924)
Restaurant or Food Service,BUSTERS PIZZA,12716 - 137 AVENUE NW,348202827-002,Issued,,"Jan 28, 2024",,3340,Pembina,Anirniq,53.599907,-113.542262,"(53.59990703323449, -113.5422615717279)",1,POINT (-113.5422615717279 53.59990703323449)
"Restaurant or Food Service, Residential Rental Accommodation (Long-Term)",ST ANDREW'S CENTRE,12720 - 111 AVENUE NW,007258291-001,Issued,,"Jan 10, 2025",,3240,Inglewood,Anirniq,53.559650,-113.542788,"(53.559650035656176, -113.54278808514907)",1,POINT (-113.54278808514907 53.559650035656176)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed), Retail Sales (Minor), Participant Recreation Service",EDMONTON SOCCER ASSOCIATION,12720 - VICTORIA TRAIL NW,007392293-001,Issued,,"Dec 31, 2024",,2590,Overlanders,Dene,53.580521,-113.384829,"(53.58052101563347, -113.38482911358994)",1,POINT (-113.38482911358994 53.58052101563347)
Restaurant or Food Service,DRAGON BUFFET,12724 - 137 AVENUE NW,285941874-002,Issued,,"Aug 20, 2023",,3340,Pembina,Anirniq,53.601050,-113.542937,"(53.60105003324803, -113.54293657119166)",1,POINT (-113.54293657119166 53.60105003324803)
Alcohol Sales (Consumption Off-Premises),HERMITAGE LIQUOR EXPRESS,12727 - 50 STREET NW,007260776-001,Issued,,"Dec 31, 2024",,2350,Homesteader,Dene,53.586695,-113.417216,"(53.58669501912145, -113.41721560423508)",1,POINT (-113.41721560423508 53.58669501912145)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",WOK N ROLL RESTAURANT,12730 - 82 STREET NW,060381297-001,Issued,,"Aug 28, 2023",,2420,Killarney,tastawiyiniwak,53.585678,-113.467827,"(53.585678025204025, -113.46782709320969)",1,POINT (-113.46782709320969 53.585678025204025)
Restaurant or Food Service,SUBWAY,12736 - 167 AVENUE NW,132302188-001,Issued,,"Jun 23, 2023",,3460,Albany,Anirniq,53.629589,-113.544818,"(53.629589031803924, -113.54481756114774)",1,POINT (-113.54481756114774 53.629589031803924)
Alcohol Sales (Consumption Off-Premises),TRANSIT HOTEL COLD BEER STORE,12740 - FORT ROAD NW,007260061-001,Issued,,"Dec 31, 2023",Fort Road and Area,2080,Belvedere,Dene,53.585876,-113.442168,"(53.585876022138606, -113.44216809890426)",1,POINT (-113.44216809890426 53.585876022138606)
Cannabis Retail Sales,UNCLE SAM'S CANNABIS,12751 - 50 STREET NW,362182319-009,Issued,,"Feb 29, 2024",,2350,Homesteader,Dene,53.586695,-113.417216,"(53.58669501912145, -113.41721560423508)",1,POINT (-113.41721560423508 53.58669501912145)
Restaurant or Food Service,VERSATO'S PIZZA,12753 - 50 STREET NW,007347279-001,Issued,,"Dec 31, 2023",,2350,Homesteader,Dene,53.586695,-113.417216,"(53.58669501912145, -113.41721560423508)",1,POINT (-113.41721560423508 53.58669501912145)
Restaurant or Food Service,DOMINO'S,12768 - 167 AVENUE NW,371665544-002,Issued,,"Oct 08, 2024",,3460,Albany,Anirniq,53.629589,-113.544818,"(53.629589031803924, -113.54481756114774)",1,POINT (-113.54481756114774 53.629589031803924)
